id_observacion,id_referencia,minorista,categoria,url,momento_utc,precio,precio_lista,moneda,disponibilidad,metodo,estado,detalle_error,html_hash,nombre,precio_referencia,descuento_anunciado,metodo_referencia,extracto,version_captura
7,REF0001,ktronix,"",https://www.ktronix.com/ipad-air-13-m4-128gb-wifi-gr/p/195950797978,2026-08-20T19:23:54.719969+00:00,4709010.0,,,"",meta,ok,,5369714549046226716,,,,,,
87,REF0001,ktronix,"",https://www.ktronix.com/ipad-air-13-m4-128gb-wifi-gr/p/195950797978,2026-09-15T13:03:06.687697+00:00,4199010.0,,,"",meta,ok,,64e02eea7af7d8663d26dbe0ca079e08eb786c280a642919268f80f72a701ca2,"Tablet Apple M4 13 pulgadas 128GB | Ktronix",,,,meta=4199010.0,v2-2026-09
8,REF0002,ktronix,"",https://www.ktronix.com/silla-gamer-bergara-gris-dg/p/7705946585781,2026-08-20T19:24:12.520395+00:00,849900.0,,,"",meta,ok,,-7415288834950937865,,,,,,
88,REF0002,ktronix,"",https://www.ktronix.com/silla-gamer-bergara-gris-dg/p/7705946585781,2026-09-15T13:03:17.564977+00:00,849990.0,,,"",meta,ok,,9fc1c2ada3901fb283aadd88a06036c6d1005190c9c58c85d9d72ac625776815,"Silla Gamer TUKASA Bergara Roja",,,,meta=849990.0,v2-2026-09
9,REF0003,ktronix,"",https://www.ktronix.com/nev-hcb-nf-cs-226lt-n243miplg/p/7704353450736,2026-08-20T19:24:28.182095+00:00,1599900.0,,,"",meta,ok,,-4086278359787074982,,,,,,
89,REF0003,ktronix,"",https://www.ktronix.com/nev-hcb-nf-cs-226lt-n243miplg/p/7704353450736,2026-09-15T13:03:32.439086+00:00,1549900.0,,,"",meta,ok,,3d854f69c00de4545b84a3678a50974403a456e91c1916773d7a364690513b1d,"Nevera Haceb 226L No Frost Dispensador | Ktronix",,,,meta=1549900.0,v2-2026-09
10,REF0004,ktronix,"",https://www.ktronix.com/mem-usb-king-datatravl-64gb-rs/p/740617336283,2026-08-20T19:24:44.385373+00:00,79900.0,,,"",meta,ok,,-3355551606609562166,,,,,,
90,REF0004,ktronix,"",https://www.ktronix.com/mem-usb-king-datatravl-64gb-rs/p/740617336283,2026-09-15T13:03:43.823009+00:00,59900.0,,,"",meta,ok,,33bdd4e2732a885ffa3eec707f24b0375066ce506044f4517a18a233b2839e41,"Memoria USB KINGSTON DataTraveler Exodia M 64GB Verde",,,,meta=59900.0,v2-2026-09
11,REF0005,ktronix,"",https://www.ktronix.com/cel4g-moto-g15-128gb-nj/p/840023280221,2026-08-20T19:24:54.663579+00:00,499050.0,,,"",meta,ok,,6466785354610667103,,,,,,
91,REF0005,ktronix,"",https://www.ktronix.com/cel4g-moto-g15-128gb-nj/p/840023280221,2026-09-15T13:03:55.221303+00:00,479050.0,,,"",meta,ok,,bf896cfe4779975c5bc0df73336244bd16717f02b5c6da16c9703b87e2c19480,"Descubre Celular MOTOROLA G15 128GB 4G Gris | Ktronix",,,,meta=479050.0,v2-2026-09
12,REF0006,ktronix,"",https://www.ktronix.com/silla-ofic-azul-neg-w-205-dp/p/7705946556798,2026-08-20T19:25:07.730168+00:00,319900.0,,,"",meta,ok,,-1011950591025480057,,,,,,
92,REF0006,ktronix,"",https://www.ktronix.com/silla-ofic-azul-neg-w-205-dp/p/7705946556798,2026-09-15T13:04:09.891095+00:00,319900.0,,,"",meta,ok,,9c81cd0bbdd85f3359b5c2a48784232ceba251304bb499ddbc32ecdb6c446a97,"Silla de Oficina TUKASA W-205 Azul/Negra",,,,meta=319900.0,v2-2026-09
13,REF0007,ktronix,"",https://www.ktronix.com/mouse-log-inal-optico-m196-ng/p/097855200655,2026-08-20T19:25:19.032737+00:00,59900.0,,,"",meta,ok,,-3825048678533833589,,,,,,
93,REF0007,ktronix,"",https://www.ktronix.com/mouse-log-inal-optico-m196-ng/p/097855200655,2026-09-15T13:04:20.246432+00:00,59900.0,,,"",meta,ok,,a138f17c6ad50b1c5bf4d30a3989c96779894a6cd7938c8d9e02ce929b18533e,"Mouse LOGITECH Óptico Inalámbrico M196 Rosado",,,,meta=59900.0,v2-2026-09
14,REF0008,ktronix,"",https://www.ktronix.com/lav-lg-cf-25kg-wm25bfxsnfl/p/8806096530627,2026-08-20T19:25:33.268324+00:00,4465900.0,,,"",meta,ok,,-1983929695341454384,,,,,,
